id,role,category,skill,question_type,difficulty,seniority,question,interview_intent,expected_points,source_type,answer
HR_257,通用HR,绩效管理,OKR推行失败复盘,故障排查或失败复盘,高级,3-5年｜5年以上,公司全面推行OKR一年后，员工调研显示85%的人认为OKR增加了文档工作量但没有带来实际价值，各部门KR完成率普遍超过100%但公司整体目标并未达成。更严重的是，部分团队出现了KR造假现象——为了完成目标而人为调整数据口径。作为HR负责人，你会如何复盘这次OKR推行的失败？你如何区分系统设计问题、执行问题和组织文化问题并分别给出对策？,考察候选人对绩效管理工具落地失败的系统诊断能力，以及从制度设计到执行文化的全面反思,OKR与绩效考核捆绑导致的目标保守｜缺乏自上而下的目标对齐和透明沟通机制｜KR完成率虚高的根因分析｜管理层对OKR角色认知偏差｜组织文化对目标管理习惯的支撑不足,evol_instruct,
HR_258,通用HR,绩效管理,管理者转型辅导,业务场景或案例题,中级,1-3年｜3-5年,一名连续两季度绩效S级的员工被提拔为团队主管后，其团队在第六个月绩效排名整体垫底。该主管认为问题是团队成员能力不行而非管理问题，要求更换团队成员，甚至提交了具体名单。作为HRBP，你通过观察发现该主管仍沿用个人贡献者时期的工作方式（自己包揽核心任务、不给成员独立决策空间）。你会如何介入？,考察候选人对新任管理者转型困境的诊断能力和辅导业务主管的实操方法,新任管理者常见转型困境（从个人贡献者到团队管理者）｜数据驱动的团队诊断方法｜与主管的反馈沟通策略｜管理者赋能方案的定制设计｜团队士气修复与信任重建,evol_instruct,
HR_259,通用HR,绩效管理,绩效校准与高层沟通,方案权衡或开放题,高级,3-5年｜5年以上,在年度绩效校准会议上，某副总裁为其全部下属争取最高评级，理由是他们都承担了超出正常范围的工作量。该副总裁是公司创业元老且掌管核心业务部门，而其他VP部门评分分布相对正常。作为HR负责人，你需要在保证公平的同时不破坏与这位副总裁的合作关系。你会如何设计校准会议的事前准备、现场主持和事后跟进方案？,考察候选人在高层政治压力下维护绩效公平性的策略，以及校准会议主持能力,评分标准的数据对齐与部门间横向比较｜超出正常工作量与卓越结果之间的区分｜校准会议的事前沟通与议程设计｜提供标准化数据和案例而非主观判断｜不破原则但给台阶的沟通艺术,evol_instruct,
HR_260,通用HR,薪酬福利,股权激励设计,业务场景或案例题,高级,3-5年｜5年以上,公司处于B轮融资阶段，现金储备有限，CEO希望通过股权激励方案既能吸引和留住核心人才，又不至于在下一轮融资时因股份稀释过度影响投资人信心。同时，上一轮融资协议中有投资人的反稀释条款，使得股权方案设计空间进一步受限。作为HR负责人，你会如何设计一套兼顾人才竞争力和资本策略的股权激励方案？在期权池规模、行权价定价、归属节奏和退出机制上分别有哪些关键权衡点？,考察候选人在资本约束下设计股权激励的专业能力，以及对创始人、投资人和员工三方利益的平衡智慧,激励工具组合选择（期权池规模/行权价/归属节奏）｜不同职级和贡献度的授予量差异化设计｜对投资人关系的考量（稀释影响/信息披露）｜员工感知价值最大化策略（税务筹划/行权窗口）｜动态调整机制（后续融资/退出场景的预案）,evol_instruct,
HR_261,通用HR,薪酬福利,薪酬调整与预算分配,业务场景或案例题,中级,1-3年｜3-5年,公司在年度调薪时发现，某些关键岗位的市场薪酬中位数在一年内上涨了20%，但公司的调薪预算仅为8%。在职员工已通过非正式渠道了解到市场行情并集体表达了涨薪诉求，其中有两人是项目核心骨干。作为薪酬负责人，你如何在有限的预算内平衡员工诉求、市场压力和内部公平？如果无法满足所有诉求，你的优先级排序和沟通策略是什么？,考察候选人在预算硬约束下处理薪酬倒挂和市场压力问题的综合能力,关键岗位分层与差异化调薪策略｜保留风险识别与个案处理机制｜短期激励与长期激励的灵活组合｜与员工的透明沟通与职业发展机会弥补｜调薪后的内部公平性影响评估与缓释措施,evol_instruct,
HR_262,通用HR,薪酬福利,股权激励推行复盘,故障排查或失败复盘,高级,3-5年｜5年以上,公司去年实施全员持股计划，期望提升员工归属感和留任意愿。一年后评估发现：员工对股权价值感知极低（认为公司不上市就是废纸），核心人才流失率不降反升，部分员工因需要出资购买而产生不满。更糟的是，离职员工在社交媒体上抱怨股权是画大饼，间接影响了招聘。作为该项目负责人，你会如何复盘这次失败并设计补救方案？如果现在重新设计，哪些环节必须改变？,考察候选人对股权激励从设计到落地的全链路反思能力，以及员工感知管理的缺失诊断,股权价值教育与沟通体系的缺失｜出资购买门槛对员工的不同影响｜行权机制与退出路径的透明度不足｜股权激励与现金薪酬的关联设计缺陷｜核心人才流失的加性因素分析,evol_instruct,
HR_263,通用HR,员工关系,人际冲突调解,业务场景或案例题,中级,1-3年｜3-5年,公司全员大群里，两名员工因工作分配问题公开争吵，言辞激烈并有互相人身攻击的倾向，其他人被迫围观。事后两人均表示只是观点争执不希望被处理，但团队氛围明显受到负面影响，部分成员私下向HR反映感到不适。作为HRBP，你会如何处理这起事件？如果其中一人是连续两季度的优秀员工，你的处理方式是否会有所不同？,考察候选人在公开冲突事件中的干预技巧，以及对团队氛围保护和制度建设的双重把握,分别面谈了解双方立场和情绪状态｜引导双方认知公开争执对团队的负面影响｜制定明确的线上沟通规范和边界｜团队氛围修复的针对性活动｜行为改进跟踪与必要时升级处理,evol_instruct,
HR_264,通用HR,员工关系,劳动争议风险防控,业务场景或案例题,高级,3-5年｜5年以上,一名入职8个月的员工因持续绩效不达标被发出解除通知。但员工主张：公司从未明确告知绩效标准、未提供任何改进指导和书面反馈，且其已超过试用期法定时限。员工提起劳动仲裁要求恢复劳动关系并赔偿。请从制度合规和流程管理两个维度分析公司可能败诉的全部原因。如果要建立一套避免此类风险的预防体系，需要在招聘、入职、在岗管理和退出四个环节分别设置哪些关键控制点？,考察候选人对劳动合同法试用期条款的深度理解、风险预防意识，以及从个案到制度的系统改进能力,试用期法定时限与员工实际入职时间的合规性审查｜绩效标准明确告知与书面记录的重要性｜改进计划（PIP）的规范流程与证据留存｜解除程序的合法性（书面通知/工会告知/送达证明）｜从招聘到转正的全流程合规体系设计,evol_instruct,
HR_265,通用HR,员工关系,离职数据管理与组织诊断,故障排查或失败复盘,高级,3-5年｜5年以上,一家300人规模的电商公司一年内换了三任HRD，每次都伴随着一波核心员工离职。新任HRD发现历次离职面谈记录零散且停留在个人印象层面，管理层对HR部门的信任度很低。作为新任HRD，你会如何从零构建离职数据管理体系？如果数据显示离职主因是管理层风格而非薪酬，但CEO倾向于认为是薪酬问题并希望你重点改善薪酬，你会如何呈现数据并推动管理层面对真实问题？,考察候选人在组织信任缺失环境中重建HR数据体系和影响力的能力,历史离职数据的回溯整理与编码归类｜离职原因的多维分析（部门/职级/司龄/管理者/时间段）｜HRD更替与核心人才流失的关联性分析｜可行动的改进建议优先级排序｜向管理层呈现数据洞察的叙事策略,evol_instruct,
HR_266,通用HR,培训与发展,培训效果诊断与运营,业务场景或案例题,中级,1-3年｜3-5年,公司投入大量资源建设了线上学习平台，内含200多门课程，但半年后数据显示全员活跃率仅12%、课程完成率不足5%。业务部门普遍认为培训浪费时间，员工反馈是没时间学、学了也没用。作为培训负责人，你会如何诊断问题？如果预算已经被砍掉一半，你会优先在哪些方向上投入有限的资源？,考察候选人在培训效果不佳时的系统诊断能力和运营思维,培训需求与实际业务痛点的匹配度检查｜学习内容的组织形式与推送精准度｜激励机制与学习氛围的营造｜管理者对培训的支持度和参与度｜从课程供给驱动到问题解决驱动的运营转型,evol_instruct,
HR_267,通用HR,培训与发展,培训ROI评估,方案权衡或开放题,高级,3-5年｜5年以上,公司年度培训预算200万元，CEO要求你证明这笔投入的ROI。领导力培训效果难以量化（无法做A/B测试、影响周期长、混杂因素多）。同时业务部门认为培训收益归因到HR头上不合理，培训带来的行为改变应该归功于员工的直接上级。作为培训负责人，你会如何设计一套既有说服力又不片面夸大HR贡献的评估框架？对CEO和业务部门分别呈现什么角度的数据？,考察候选人在培训效果难以量化的情况下设计评估体系的能力，以及对培训投资回报逻辑的深度思考,培训效果评估的多维分层（反应/学习/行为/结果）｜行为改变的定性证据收集方法｜业务指标的关联分析（留存率/晋升率/敬业度）｜成本收益估算方法（替代成本/效率提升折现）｜分阶段汇报策略（短期可衡量指标+长期追踪计划）,evol_instruct,
HR_268,通用HR,培训与发展,继任者计划设计,业务场景或案例题,中级,1-3年｜3-5年,公司决定从内部选拔一批高潜员工组建继任者培养计划，但在选拔中遇到两难：业务最优秀的几名骨干正是当前业务的关键依赖，业务负责人不愿意放人参加轮岗培训；而目前相对空闲的员工又缺乏培养价值。更棘手的是，CEO明确要求计划必须在今年启动。作为HR，你会如何设计选拔机制和培养方式来解决这个矛盾？,考察候选人在短期业务压力与长期人才培养之间做取舍的能力，以及设计灵活培养方案的能力,高潜人才选拔标准的科学确定（绩效+潜力+意愿）｜与业务负责人协商的分阶段释放方案｜轮岗时长和形式的灵活设计｜培养期间的业务风险预案与知识备份机制｜不参与轮岗的替代发展方案,evol_instruct,
HR_269,通用HR,人力资源规划,业务转型期人力配置,方案权衡或开放题,中级,1-3年｜3-5年,一家营收增长停滞的成熟业务公司计划开辟第二增长曲线，需要从现有业务中抽调30%的人员组建新业务团队。CEO要求新业务在6个月内上线，同时现有存量业务不能出现明显下滑。但各业务负责人不愿意放走骨干。作为HR负责人，你会如何设计人员配置方案？如果最终抽调计划无法满足新业务的全部需求，你会如何建议CEO做优先级取舍？,考察候选人在业务转型期的人力资源配置能力，以及对存量与增量之间张力的平衡能力,存量业务的人效提升与流程优化方案｜新业务团队人员选拔标准与方式｜双线作战下的人员备份和风险预案｜分阶段的人员释放节奏（非一次性抽调）｜人员过渡期的绩效评估方式调整,evol_instruct,
HR_270,通用HR,人力资源规划,人才盘点价值重塑,业务场景或案例题,中级,1-3年｜3-5年,公司每年投入大量精力做人才盘点，但业务部门反馈盘点结果除了被HR追着要IDP之外对业务决策没有任何帮助。业务负责人在校准会上敷衍了事、直接照抄去年评语，HR团队也因此对盘点工作失去热情。作为HR负责人，你会如何重新设计人才盘点的流程和产出形式？如何让盘点结果真正被业务负责人用于排兵布阵？如果连续两年盘点后业务决策没有变化，你会选择暂停还是变革？,考察候选人对人才盘点业务价值的理解，以及将HR工具转化为业务管理工具的能力,人才盘点产出与业务决策场景的对接｜盘点维度从评人扩展到评团队的补充分析｜减少行政负担（简化表格/前置数据准备）｜盘点的校准讨论环节设计｜盘点结果的后续追踪机制和衡量指标,evol_instruct,
HR_271,通用HR,人力资源规划,组织架构变革复盘,故障排查或失败复盘,高级,3-5年｜5年以上,公司去年从职能制改为事业部制，一年后评估发现：各事业部协作效率不升反降，共享资源争夺频繁，整体决策速度没有提升反而新增了大量管理成本。更严重的是，部分事业部开始自建本来可以共享的中台职能，导致重复投入。作为HR负责人，你会从哪些维度进行复盘？如果重新设计这次调整，你在变革时机、方案设计、配套机制和过渡期管理上会做出哪些不同的决策？,考察候选人对组织架构调整失败的深度复盘能力，以及对变革时机、方案设计和配套机制的全局把握,组织调整前是否充分诊断了核心问题｜事业部制与公司现有业务协同度的匹配性｜授权与管控的边界划分是否清晰｜配套机制（考核/激励/信息系统）是否同步调整｜变革节奏和过渡期管理是否过于激进,evol_instruct,
HR_272,通用HR,企业文化,并购文化整合,业务场景或案例题,高级,3-5年｜5年以上,公司收购了一家创业团队约80人。大公司强调流程和风险管理，创业团队追求速度和灵活。收购后半年内创业团队已有30%核心成员流失，留任成员普遍感到被官僚化。同时大公司内部员工也抱怨创业团队不守规则、搞特殊化。作为HR负责人，你会如何设计文化整合方案？你判断这场文化冲突的根本原因是什么？如果CEO要求三个月内见到融合效果，你的优先行动是什么？,考察候选人在并购场景下处理文化冲突的专业能力，以及对文化整合节奏和策略的把握,双方文化差异的系统诊断（流程/决策/沟通/激励维度）｜文化整合策略选择（保留/吸收/融合/隔离的适用性）｜快速找到文化共识点和合作基础｜保留创业团队自主权的边界设计｜冲突处理机制和关键人物沟通计划,evol_instruct,
HR_273,通用HR,企业文化,文化行为落地,业务场景或案例题,中级,1-3年｜3-5年,公司价值观之一是坦诚透明，但员工在匿名调研中反馈会议上没有人愿意说真话。HR计划推出一项直言不讳的文化倡导活动，但管理层担心过度鼓励直言会导致负面情绪扩散，也曾出现过员工在会议上公开质疑后被管理者边缘化的先例。作为HR，你会如何设计这一活动方案？如何建立配套机制确保坦诚表达不会带来负面后果？如果管理者本身缺乏接受反馈的能力，你有什么渐进式策略？,考察候选人在文化倡导中平衡理想与现实的能力，以及设计具体行为规范和反馈机制的能力,坦诚表达的行为化定义（区分建设性反馈与负面情绪）｜领导者的率先示范和回应方式培训｜匿名反馈渠道与实名表达的分级机制｜快速响应和闭环的反馈处理流程｜定期文化温度测量与调整机制,evol_instruct,
HR_274,通用HR,劳动法规,全球化用工合规,方案权衡或开放题,高级,3-5年｜5年以上,公司业务拓展到海外三个国家（东南亚、欧洲、北美），需要建立统一的全球用工合规框架。但各地劳动法在试用期设置、解雇保护、竞业限制和员工数据隐私方面存在显著差异。例如欧洲对员工数据保护极其严格而目标国对此几乎没有限制。作为HR合规负责人，你会如何设计一套既有全球统一标准又能灵活适配当地法律的用工管理体系？特别是在数据跨境传输和竞业限制执行这两个高风险领域，你的处理框架是什么？,考察候选人在跨国劳动法合规场景下的框架设计能力和风险分级思维,劳动法差异的尽职调查方法与风险评估｜全球HR政策的底线+弹性架构设计｜当地法律顾问网络的搭建与管理｜数据跨境传输的隐私合规方案｜各国用工模式的灵活性设计,evol_instruct,
HR_275,通用HR,劳动法规,竞业限制与信息保护,业务场景或案例题,中级,1-3年｜3-5年,一名员工在离职前批量下载了大量客户数据和内部文档，公司怀疑其可能将信息带到竞争对手。但公司此前未与员工签署明确的信息保密协议和竞业限制协议，也没有相关的数据访问审计制度。作为HR，你会如何紧急应对这一事件？事后需要建立怎样的信息保护和竞业管理体系才能在保护公司利益和尊重员工隐私之间取得平衡？,考察候选人在竞业限制和商业秘密保护场景中的危机应对和制度建设能力,事件紧急处置方案（证据保全/法务介入/协商沟通）｜竞业限制协议的适用范围和补签时机｜员工行为监控的制度依据与隐私边界｜商业秘密保护的技术和管理措施｜入职和离职环节的合规流程设计,evol_instruct,
HR_276,通用HR,人力资源数字化,HR数据分析体系建设,方案权衡或开放题,高级,3-5年｜5年以上,公司希望引入HR数据分析驱动决策，但HR团队目前仅能做到基础的人事数据统计，团队整体缺乏数据分析和统计学背景。CEO要求三个月内看到数据对人力决策的实际影响，但没有额外预算聘请数据分析师，也没有现成的HR数据系统。作为HR负责人，你会如何设计一条从有数据到用数据的渐进路线？在团队能力不足和时效压力之间如何取舍？,考察候选人在团队能力和资源有限条件下推进HR数据化转型的战略规划能力,HR数据基础设施的快速搭建（数据源清洗/指标口径统一/可视化看板）｜从描述性分析到诊断性分析的优先级规划｜低成本的数据分析工具选择和团队赋能路径｜选择高影响力的业务场景作为突破口｜数据文化培养与HR数据分析能力的渐进式建设,evol_instruct,
HR_277,通用HR,人力资源数字化,HR系统选型与实施,方案权衡或开放题,中级,1-3年｜3-5年,公司准备上线HR SaaS系统覆盖招聘、绩效、薪酬和员工关系四大模块。选型阶段有两个候选方案：方案A功能全面但实施需6个月、价格高且需要改造现有流程；方案B覆盖核心模块可3个月上线、价格合理但部分高级功能需要后续版本支持。CEO希望尽快看到效果倾向于方案B，而薪酬负责人坚持要方案A因为担心数据打通困难。作为项目负责人你会如何做决策？如果选择方案B，你如何在快速上线和未来扩展性之间做好规划？,考察候选人在HR系统选型中的需求优先级判断能力，以及项目管理中的风险收益权衡,核心痛点与功能需求的匹配度评估｜分阶段实施与一步到位的风险收益比较｜不同部门需求的协调与优先级排序｜供应商的技术能力和售后服务评估｜数据迁移和变更管理的难度评估,evol_instruct,
HR_278,通用HR,人力资源规划,人效提升战略,方案权衡或开放题,高级,3-5年｜5年以上,CEO提出挑战：公司人均产出（营收/人数）连续三年低于行业P50水平，但人力成本占比（人力成本/营收）逐年上升。CEO要求HR制定一个三年计划来改变这一趋势。但各业务部门认为人效低是因为业务流程和产品竞争力的问题而非人的问题，拒绝承担人效提升责任。作为HR负责人，你会如何设计一套从人才结构优化、人效提升到成本控制的系统方案？如何让业务部门从对抗转为共同面对这一挑战？,考察候选人在人效问题上的战略性思考能力，以及从诊断到行动的完整方案设计能力,人效数据的多维度对标分析（部门/层级/职能/行业）｜高绩效人才密度提升策略｜人才结构与业务结构匹配度调整｜自动化/数字化对人力替代的机会评估｜组织效率提升方案与分阶段推进策略,evol_instruct,
HR_279,通用HR,人力资源管理,HR价值衡量与业务对齐,方案权衡或开放题,中级,1-3年｜3-5年,你在季度HR工作总结会上发现：关键岗位招聘完成率、绩效评估提交率、培训参与率和员工满意度分数四项指标全面达标，但业务部门对HR的整体满意度反而下降了。业务负责人的反馈是HR确实做了很多事但跟业务最痛的问题对不上。你会如何分析这背后的深层原因？如果让你重新定义衡量HR价值的关键指标，你会选择什么？如何说服CEO和业务负责人接受你的新指标框架？,考察候选人对HR工作与业务价值之间关系的深度反思，以及对HR绩效指标的批判性思考,过程性指标与结果性指标的差异分析｜HR工作与业务痛点的关联度检查｜业务对HR期望的隐性需求挖掘｜从做了多少到产生什么影响的指标升级｜建立业务伙伴关系的关键因素,evol_instruct,
HR_280,通用HR,招聘管理,人才寻访策略,实操或任务题,初级,校招｜1-3年,公司计划进入一个全新城市设立研发中心，在当地完全没有雇主知名度且招聘团队仅你一人。请设计前90天的招聘策略，包括如何建立人才地图、如何打开候选人渠道、以及第一批关键岗位的招聘优先级。,考查在资源极度受限条件下从零搭建招聘渠道和雇主认知的系统性思维。,人才市场研究与Mapping｜渠道冷启动策略（社交/社群/定向Mapping）｜第一批关键岗位识别标准｜雇主品牌从零建设路径｜招聘节奏与业务对齐｜资源投入优先级,evol_instruct,
HR_281,通用HR,招聘管理,面试评估决策,业务场景或案例题,中级,1-3年｜3-5年,终面两位候选人：A业务经验完全匹配、过往业绩出色，但结构化面试中团队协作维度得分偏低；B能力中等但在协作和价值观匹配上表现优异。业务负责人坚持选A，认为进来能干活就行。作为HR，你会如何设计一个客观的对比评估框架来说服业务负责人，而非仅凭主观判断？,考查在招聘决策中平衡短期产出与长期团队风险的能力，以及用结构化方法说服业务方的技巧。,岗位成功画像多层次拆解｜团队现有能力结构互补性分析｜用人风险评估矩阵｜试用期考核作为风险缓释机制｜以业务语言和数据而非主观判断沟通,evol_instruct,
HR_282,通用HR,员工关系,员工关怀与敬业度,实操或任务题,初级,校招｜1-3年,公司员工敬业度调研连续两年下滑，但离职率并未显著变化。你怀疑是隐性怠工（Quiet Quitting）现象蔓延。请设计一套诊断方案来判断是否存在该问题，并提出针对性的干预措施。,考查候选人识别隐性员工关系问题的敏感度和主动干预的设计能力。,敬业度与满意度区别｜隐性怠工行为表征（产出不变但主动性下降）｜多维度诊断方法（行为数据+管理者反馈+匿名调研）｜非经济性干预方案设计｜效果追踪机制,evol_instruct,
HR_283,通用HR,招聘管理,远程面试与文化适配,实操或任务题,中级,1-3年｜3-5年,公司推行混合办公模式，一半以上新员工通过线上面试入职。半年后发现远程招聘入职的员工留存率比线下招聘低25%。请分析可能的原因，并重新设计一套适合远程场景的招聘与面试流程，重点解决文化适配判断不足的问题。,考查后疫情时代招聘方式变革下的流程创新能力和文化适配评估方法设计能力。,远程面试信息衰减分析（非语言信号缺失/情境追问不足）｜文化适配行为化拆解｜远程场景下的行为面试追问技巧｜多轮多角色面试设计｜虚拟Onboarding衔接方案｜候选人体验与留存关联,evol_instruct,
HR_284,通用HR,员工关系,冲突调解与团队修复,实操或任务题,中级,1-3年｜3-5年,一个原本高效的产品团队最近三个月产出下降40%，两名核心成员在关键方案上产生严重分歧，各自拉拢其他成员站队，团队内部出现明显对立。作为HRBP，你会在什么时机介入？请设计从介入到修复的完整行动方案。,考查在团队人际冲突升级到影响业务时的诊断与干预能力。,介入时机判断（业务影响vs团队自主解决）｜分别面谈收集事实而非站队｜共同利益锚定｜第三方调解会议设计｜短期行为协议与长期关系修复｜事后团队凝聚力重建,evol_instruct,
HR_285,通用HR,员工关系,离职管理与风险预警,实操或任务题,高级,3-5年｜5年以上,公司连续三个季度关键人才流失率上升至25%，离职面谈中大部分人给出的原因是个人发展。但通过交叉分析发现，这些离职员工集中在少数几个管理者团队。作为HR负责人，你会如何设计一套基于数据的离职风险预警机制，并制定针对管理者的干预方案？,考查从组织层面系统性诊断流失根因并建立主动预警机制的能力。,离职数据多维度下钻分析（按管理者/部门/司龄/绩效分层）｜离职面谈信息异动信号捕捉｜管理风格评估与高离职率管理者识别｜管理者干预方案（辅导/P0指标/决策权调整）｜预警指标体系设计｜定期健康度Review机制,evol_instruct,
HR_286,通用HR,绩效管理,绩效体系适配与迭代,基础概念,初级,校招｜1-3年,一家50人的创业公司一直采用KPI考核，但随着业务方向频繁调整，员工抱怨KPI刚定好就过时了，考核变成了走过场。创始人询问是否需要转向OKR。作为HR，你会如何评估现状并给出建议？,考查候选人对绩效工具适用场景的判断能力，而非单纯复述概念差异。,创业公司绩效管理核心目标（对齐而非考核）｜KPI不适应的具体表现分析｜OKR适用条件评估（目标动态性/跨部门依赖度/文化成熟度）｜渐进式建议而非全盘推翻｜最小可行方案设计,evol_instruct,
HR_287,通用HR,绩效管理,高绩效者反馈与发展,业务场景或案例题,中级,1-3年｜3-5年,一位连续两季度绩效卓越的员工在360评估中被多名同事反馈合作困难、独断专行。你需要在绩效面谈中既肯定其业务贡献，又推动其改进协作方式。请设计这次面谈的结构，并说明你如何应对对方可能出现的业绩好就够了的反驳。,考查面对高绩效低协作员工的复杂绩效沟通能力，以及平衡短期业绩与长期团队健康的视角。,区分业务结果与行为影响｜用具体行为事例而非标签沟通｜建立业绩与协作的因果关系（协作差如何制约更大产出）｜与员工共同制定行为改进目标｜设定明确的改进期限与后果｜保护高绩效者尊严,evol_instruct,
HR_288,通用HR,绩效管理,绩效校准与公平性,实操或任务题,高级,3-5年｜5年以上,年度绩效校准会上，A部门经理给全员打A，理由是团队每个人都很拼；B部门经理评分严格，平均为B-。两个部门职能相似，但评分分布严重不一致。作为HR负责人，你会如何设计这次校准会以确保跨部门公平性，同时不打击A部门经理的管理权威？,考查在绩效校准中平衡评分一致性、管理者自主权和组织公平性的能力。,校准会前的数据准备（客观绩效数据而非仅主观评分）｜评分分布引导方法（参考历史数据/业务结果）｜管理者评分风格诊断工具｜校准讨论引导话术（关注差异而非强迫排名）｜评分调整的透明度原则｜绩效结果应用影响说明,evol_instruct,
HR_289,通用HR,招聘管理,雇主品牌与候选人体验,实操或任务题,中级,1-3年｜3-5年,公司技术岗位offer接受率只有40%，远低于行业70%的水平。候选人拒绝的原因集中在面试体验差、反馈周期长、offer沟通缺乏诚意。作为招聘负责人，你会如何量化诊断各环节问题，并设计一套候选人体验改进方案？,考查用数据和候选人视角系统优化招聘流程的能力，而非仅从企业角度思考。,候选人旅程地图绘制（从投递到入职全触点）｜各环节转化率与流失率量化｜关键流失点根因分析（面试官专业度/流程时长/反馈质量）｜面试官赋能计划｜反馈时效SLA设计｜offer沟通策略差异化｜候选人NPS追踪,evol_instruct,
HR_290,通用HR,薪酬福利,稀缺人才定薪策略,业务场景或案例题,中级,1-3年｜3-5年,公司需要引进一位AI算法专家，候选人的市场薪资已远超公司现有薪酬带宽上限（高出40%）。业务VP强烈要求破格录用，但现有团队同级别员工的薪酬远低于此。作为薪酬负责人，你会设计怎样的全面薪酬方案来平衡候选人引进、内部公平性和团队士气？,考查在人才稀缺性与内部公平性冲突时的薪酬策略设计能力和创造性解决方案能力。,全面薪酬拆解（固定薪资+短期激励+长期激励+福利）｜一次性签字费/留任奖金设计｜股权/期权作为薪资补充工具｜试用期后基于绩效调薪机制｜内部公平性影响评估与沟通方案｜特殊审批通道与管控规则,evol_instruct,
HR_291,通用HR,薪酬福利,股权激励方案设计,实操或任务题,高级,3-5年｜5年以上,一家Pre-IPO阶段的公司希望实施全员股权激励，但管理层担心过早稀释股权，员工则觉得期权看不见摸不着、激励效果有限。作为薪酬负责人，请设计一套股权激励方案，使得在公司利益、创始人诉求和员工感知之间取得平衡，并说明你如何向不同层级员工沟通激励价值。,考查股权激励方案设计的全盘思维，以及将复杂激励工具转化为员工可感知价值的能力。,激励工具选择逻辑（期权/限制性股票/虚拟股权适用场景）｜授予总量与分批归属机制｜不同层级差异化授予策略｜员工感知价值提升方法（税务筹划/模拟收益展示/定期市值沟通）｜离职处理与回购机制｜财务稀释测算与董事会沟通,evol_instruct,
HR_292,通用HR,薪酬福利,弹性福利设计,基础概念,初级,校招｜1-3年,公司员工平均年龄28岁，但福利方案偏向标配（补充医疗、定期体检、节日礼盒）。员工满意度调研显示福利感知度极低，认为不如换成现金。在预算不增加的前提下，你会如何重新设计福利方案以提升员工的感知价值？,考查候选人理解不同代际员工诉求差异，并在预算约束下创新福利设计的能力。,员工福利需求分层调研（不同年龄段/家庭状况差异）｜弹性福利（自助餐式）设计理念｜低成本高感知福利选项（灵活工时/额外假期/学习补贴）｜福利沟通与品牌化包装｜福利使用率与满意度追踪,evol_instruct,
HR_293,通用HR,培训与发展,培训效果评估与改进,基础概念,初级,校招｜1-3年,公司每年投入大量预算做培训，但业务部门普遍反馈培训时很激动，回到工位一动不动。作为培训负责人，你会如何用柯氏四级评估模型诊断培训无效的根因，并提出让培训真正转化为行为改变的改进方案？,考查从培训交付到培训效果的思维转变，以及诊断培训转化障碍的系统性方法。,四级评估框架应用（反应/学习/行为/结果）｜培训转化障碍诊断（内容相关性/管理者支持/跟进缺失/环境阻力）｜学习效果固化机制（演练/反馈/间隔重复）｜管理者在培训转化中的关键角色｜在岗实践与行动学习设计｜效果度量方法,evol_instruct,
HR_294,通用HR,培训与发展,人才梯队与继任计划,业务场景或案例题,中级,1-3年｜3-5年,公司一位关键业务VP突发离职，内部发现无人能直接接替，需要紧急从外部招聘。同时CEO要求建立长效机制避免类似问题。请设计一套从应急过渡到常态化继任管理的完整方案，包括关键岗位识别、内部候选人培养路径和知识留存机制。,考查将危机事件转化为制度建设契机的战略思维，以及从应急到常态化的过渡能力。,应急过渡方案（内部暂代+外部寻访双轨并行）｜知识交接与文档化紧急机制｜关键岗位定义与风险分级｜高潜人才识别标准与评估工具｜IDP与轮岗培养计划设计｜继任计划定期Review机制,evol_instruct,
HR_295,通用HR,人力资源规划,人力预算与资源分配,业务场景或案例题,初级,校招｜1-3年,年度预算会上，CEO要求营收增长40%但人力成本只能增长15%。各业务部门则纷纷要求扩编。作为HR负责人，你如何通过人效分析来区分哪些部门的增编申请应该批准、哪些可以通过流程优化或灵活用工来解决？请给出你的分析框架和沟通策略。,考查在业务增长与成本控制矛盾下进行资源分配决策的分析能力和跨部门沟通能力。,人效指标定义与现状基线（人均营收/人均利润）｜增编需求与业务增长的量化关联｜流程优化/自动化/灵活用工替代方案评估｜人力投入ROI分析框架｜与业务部门基于数据而非博弈的沟通方式｜分阶段投入策略,evol_instruct,
HR_296,通用HR,人力资源规划,组织架构诊断,实操或任务题,高级,3-5年｜5年以上,一家300人的互联网公司出现以下症状：决策链条越来越长、跨部门协作需要多次拉群协调、会议数量翻倍但决策效率下降。CEO直觉认为是组织架构问题，但不确定是层级过多、分工不清还是授权不足。作为HR负责人，你会设计怎样的组织诊断方案来定位根因，并提出架构调整建议？,考查候选人从组织现象中定位结构性问题的方法论，以及架构调整的决策框架。,组织诊断多维方法（访谈+流程追溯+决策时效分析+决策质量评估）｜常见问题类型区分（职能重叠/管理层级过多/授权机制缺失）｜架构调整选项（扁平化/事业部制/中台化）的适用条件｜渐进式调整而非颠覆性改革｜调整后的授权体系与沟通机制配套,evol_instruct,
